"Name","Character","IsDefaultSkin","EnabledByCalendar","TID","Icon","Geometry","Texture","NormalMap","MaterialMap","EmissionMap","SWF","SWFTextureExportName","Animation","AltAnimation","CameraDistance","ViewportWidth","ViewportHeight","CelebrateSfx","CelebrateSfxVolume","DeployEffect","AttackEffect","AttackEffect2","AttackEffectAlt","AttackEffect2Alt","HitEffect","DieEffect","AbilityTriggerEffect","AbilityEffect","AbilityActivationEffect","AbilityHitEffect","SkinChangeEffect","ParticleEffect3D","AbilityEffect3D","GunBone","ShadowBone","ProjectileVis","RageProjectileVis","AbilityProjectileVis","SpawnedTroopAnimation","Environment","EnvironmentMenu","EnvironmentWardrobe","MakeCreator","ShadowScale","Tier","ThemeIcon","ThemeTID","ThemeYear","FeatureCustomModel","FeatureCustomTextures","FeatureCustomAnimations","FeatureCustomEffects","FeatureCustomSounds","FeatureCustomVoiceovers","FeatureCustomUnits","FeatureExtraAnimations","FeatureExtraEffects","FeatureExtraSounds","ShadowSWF","ShadowExportName","ShadowAlpha","OutlineSize","PortraitCameraPosition","PortraitCameraLookAt","PortraitCameraFov","PortraitCameraDefaultModelRotation","PortraitCameraArmyScreenFovAdd","PortraitCameraArmyScreenAltitudeChange","PortraitCameraInfoScreenFovAdd","PortraitCameraInfoScreenAltitudeChange","UseMenuPoseInPortrait","BloomStrength","BloomThreshold"
"EgyptianChampion","Warrior Princess","FALSE","FALSE","TID_EGYPTIAN_CHAMPION","image/skin_icons/rc_egypt_dl_opt.sctx","sc3d/royalchampion_egypt_geo_dl_opt.glb","sc3d/royalchampion_egypt_a_dl_opt.sctx","sc3d/royalchampion_egypt_n_dl_opt.sctx","sc3d/royalchampion_egypt_m_dl_opt.sctx",,,,"WarriorPrincessEgyptianSkin",,10000,225,225,,,"RoyalChampion_Egypt_Deploy","Warrior Princess Attack",,,,,"RoyalChampion_Egypt_Die","RoyalChampion_Egypt_Ability",,,,,,,"spear_s","hips_s","RoyalChampionEgypt spear",,"RoyalChampionEgypt shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",,,,0,"0;1450;3800","0;1550;0",30,55,7,-200,17,0,"FALSE",20,100
"FootballChampion","Warrior Princess","FALSE","FALSE","TID_FOOTBALL_CHAMPION","image/skin_icons/rc_football_dl_opt.sctx","sc3d/royalchampion_football_geo_dl_opt.glb","sc3d/royalchampion_football_a_dl_opt.sctx","sc3d/royalchampion_football_n_dl_opt.sctx","sc3d/royalchampion_football_m_dl_opt.sctx",,,,"WarriorPrincessFootballSkin",,10000,225,225,,,"RoyalChampion_Football_Deploy","RoyalChampion_Football_Atk_Proj",,,,,"RoyalChampion_Football_Die","RoyalChampion_Football_Ability",,,,,,,"fx_L_toe_s","hips_s","RoyalChampion_football",,"RoyalChampion_football",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;1550;0",30,55,7,-200,17,0,"FALSE",20,100
"WildWestChampion","Warrior Princess","FALSE","FALSE","TID_WILDWEST_CHAMPION","image/skin_icons/rc_wildwest_dl_opt.sctx","sc3d/royalchampion_wildwest_geo_dl_opt.glb","sc3d/royalchampion_wildwest_a_dl_opt.sctx","sc3d/royalchampion_wildwest_n_dl_opt.sctx","sc3d/royalchampion_wildwest_m_dl_opt.sctx",,,,"WarriorPrincessWildWestSkin",,10000,225,225,,,"RoyalChampion_WildWest_Deploy","RoyalChampion_WildWest_Atk_Proj",,,,,"RoyalChampion_WildWest_Die","RoyalChampion_WildWest_Ability",,,,,,,"weapon4_s","hips_s","RoyalChampionwildwest spear",,"RoyalChampionwildwest shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;1550;0",30,55,7,-200,21,50,"FALSE",20,100
"ClashiversaryWarden","Grand Warden","FALSE","FALSE","TID_CLASHIVERSARY_WARDEN","image/skin_icons/gw_clashiversary_dl_opt.sctx","sc3d/grandwarden_clashiversary_geo_dl_opt.glb","sc3d/grandwarden_clashiversary_a_dl_opt.sctx","sc3d/grandwarden_clashiversary_n_dl_opt.sctx","sc3d/grandwarden_clashiversary_m_dl_opt.sctx","sc3d/grandwarden_clashiversary_e_dl_opt.sctx",,,"GrandWardenAnniversarySkin","GrandWardenFlyAnniversarySkin",10000,225,225,,,"GrandWarden_CV23_Deploy_SFX","ClockworkWarden Attack",,,,,"Grand Warden Die",,,,,,,,"staff1_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;4100","0;1700;0",30,55,10,-350,18,-100,"FALSE",20,100
"GingerbreadWarden","Grand Warden","FALSE","FALSE","TID_GINGERBREAD_WARDEN","image/skin_icons/gw_cookie_dl_opt.sctx","sc3d/grandwarden_gingerbread_geo_dl_opt.glb","sc3d/grandwarden_gingerbread_a_dl_opt.sctx","sc3d/grandwarden_gingerbread_n_dl_opt.sctx","sc3d/grandwarden_gingerbread_m_dl_opt.sctx",,,,"GrandWardenGingerbreadSkin","GrandWardenFlyGingerbreadSkin",10000,225,225,,,"GrandWarden_Gingerbread_Deploy_SFX","GrandWarden GingerBread Attack",,,,"gw_ginger_hit","GrandWarden_Gingerbread_Die_SFX",,,,,,,,"staff_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;4000","0;1700;0",30,55,18,-500,25,100,"FALSE",20,100
"LNY24Warden","Grand Warden","FALSE","FALSE","TID_LNY24_WARDEN","image/skin_icons/gw_lny2024_dl_opt.sctx","sc3d/grandwarden_lny24_geo_dl_opt.glb","sc3d/grandwarden_lny_a_dl_opt.sctx","sc3d/grandwarden_lny_n_dl_opt.sctx","sc3d/grandwarden_lny_m_dl_opt.sctx","sc3d/grandwarden_lny_e_dl_opt.sctx","sc/hero_bk_lunar_dl_opt.sc","water","GrandWardenLNY24Skin","GrandWardenFlyLNY24Skin",10000,225,225,,,"GrandWarden_LNY24_Deploy_SFX","GrandWarden LNY24 Attack",,"GrandWarden LNY24 Attack Air",,"Grand Warden lny24 Hit","GrandWarden_LNY24_Die_SFX",,,,,,,,"staff4_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","-50;1700;0",30,55,11,-375,21,-200,"FALSE",20,100
"SpaceWarden","Grand Warden","FALSE","FALSE","TID_SPACE_WARDEN","image/skin_icons/gw_space_2024_dl_opt.sctx","sc3d/grandwarden_space_geo_dl_opt.glb","sc3d/grandwarden_space_a_dl_opt.sctx","sc3d/grandwarden_space_n_dl_opt.sctx","sc3d/grandwarden_space_m_dl_opt.sctx","sc3d/grandwarden_space_e_dl_opt.sctx",,,"GrandWardenSpaceSkin","GrandWardenFlySpaceSkin",10000,225,225,,,"GrandWarden_Space_Deploy","GrandWarden_Space_Atk",,"GrandWarden_Space_AtkAir",,,"GrandWarden_Space_Die",,,,,,,,"fx_staff_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","0;1700;0",30,55,10,-350,20,-200,"FALSE",20,100
"EgyptianWarden","Grand Warden","FALSE","FALSE","TID_EGYPTIAN_WARDEN","image/skin_icons/gw_egypt_dl_opt.sctx","sc3d/grandwarden_egyptian_geo_dl_opt.glb","sc3d/grandwarden_egyptian_a_dl_opt.sctx","sc3d/grandwarden_egyptian_n_dl_opt.sctx","sc3d/grandwarden_egyptian_m_dl_opt.sctx","sc3d/grandwarden_egyptian_e_dl_opt.sctx",,,"GrandWardenEgyptianSkin","GrandWardenFlyEgyptianSkin",10000,225,225,,,"GrandWarden_Egypt_Deploy","GrandWarden_Egyptian_attack",,"GrandWarden_Egyptian_attack_air",,,"GrandWarden_Egypt_Die",,,,,,,,"snake_jaw_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","50;1700;0",30,55,12,-300,16,-300,"FALSE",20,100
"FootballWarden","Grand Warden","FALSE","FALSE","TID_FOOTBALL_WARDEN","image/skin_icons/gw_football_dl_opt.sctx","sc3d/grandwarden_football_geo_dl_opt.glb","sc3d/grandwarden_football_a_dl_opt.sctx","sc3d/grandwarden_football_n_dl_opt.sctx","sc3d/grandwarden_football_m_dl_opt.sctx",,,,"GrandWardenFootballSkin","GrandWardenFlyFootballSkin",10000,225,225,,,"GrandWarden_Football_Deploy","Football Warden Attack",,"Football Warden Attac Air",,,"GrandWarden_Football_Die",,,,,,,,"Root","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","0;1700;0",30,55,10,-350,19,-100,"FALSE",20,100
"WildWestWarden","Grand Warden","FALSE","FALSE","TID_WILDWEST_WARDEN","image/skin_icons/gw_wildwest_dl_opt.sctx","sc3d/grandwarden_wildwest_geo_dl_opt.glb","sc3d/grandwarden_wildwest_a_dl_opt.sctx","sc3d/grandwarden_wildwest_n_dl_opt.sctx","sc3d/grandwarden_wildwest_m_dl_opt.sctx",,,,"GrandWardenWildWestSkin","GrandWardenFlyWildWestSkin",10000,225,225,,,"GrandWarden_WildWest_Deploy","GrandWarden_Wildwest_attack",,"GrandWarden_Wildwest_attack_air",,,"GrandWarden_WildWest_Die",,,,,,,,"fx_rod_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","-100;1700;0",30,55,11,-350,30,150,"FALSE",20,100
"ClashGamesWarden","Grand Warden","FALSE","FALSE","TID_CLASH_GAMES_WARDEN","image/skin_icons/gw_clashgames_dl_opt.sctx","sc3d/grandwarden_clash_games_geo_dl_opt.glb","sc3d/grandwarden_clash_games_a_dl_opt.sctx","sc3d/grandwarden_clash_games_n_dl_opt.sctx","sc3d/grandwarden_clash_games_m_dl_opt.sctx",,,,"GrandWardenClashGamesSkin","GrandWardenFlyClashGamesSkin",10000,225,225,,,"GrandWarden_ClashGames24_Deploy","GrandWarden Clash Games Attack",,"GrandWarden Clash Games Attack Air",,,"GrandWarden_ClashGames24_Die",,,,,,,,"fx_torch_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","50;1700;0",30,55,11,-300,35,600,"FALSE",20,100
"AnimeWarden","Grand Warden","FALSE","FALSE","TID_ANIME_WARDEN","image/skin_icons/gw_anime_dl_opt.sctx","sc3d/grandwarden_anime_geo_dl_opt.glb","sc3d/grandwarden_anime_a_dl_opt.sctx","sc3d/grandwarden_anime_n_dl_opt.sctx",,,,,"GrandWardenAnimeSkin","GrandWardenFlyAnimeSkin",10000,225,225,,,"GrandWarden_Anime_Deploy","GrandWarden anime Attack",,"GrandWarden anime Attack",,,"GrandWarden_Anime_Die",,,,,,,,"fx_staff_jewel_s","hips_s",,,,,"Anime","AnimeMenu","AnimeWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","sc/buildings.sc","skin_shadow_anime_game",0,25,"0;3000;3800","0;2000;0",30,55,10,-350,33,0,"FALSE",0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc/buildings.sc","skin_shadow_anime",0,,,,,,,,,,,,
"GrandWarden030","Grand Warden","FALSE","FALSE","TID_TTRPG_WARDEN","image/skin_icons/gw_ttrpg_2024_dl_opt.sctx","sc3d/grandwarden_ttrpg_geo_dl_opt.glb","sc3d/grandwarden_ttrpg_a_dl_opt.sctx","sc3d/grandwarden_ttrpg_n_dl_opt.sctx","sc3d/grandwarden_ttrpg_m_dl_opt.sctx",,,,"GrandWardenTTRPGSkin","GrandWardenFlyTTRPGSkin",10000,225,225,,,"GrandWarden_TTRPG_Deploy","GrandWarden ttrpg Attack",,"GrandWarden ttrpg Attack",,"Grand Warden ttrpg Hit","GrandWarden_TTRPG_Die",,,,,,,,"staffFlame_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","-50;1600;0",30,55,12,-300,26,0,"FALSE",20,100
"LunarKing","Barbarian King","FALSE","FALSE","TID_LUNAR_KING","image/skin_icons/bk_lny2024_dl_opt.sctx","sc3d/barbking_lunar_geo_dl_opt.glb","sc3d/barbking_lunar_a_dl_opt.sctx","sc3d/barbking_lunar_n_dl_opt.sctx","sc3d/barbking_lunar_m_dl_opt.sctx","sc3d/barbking_lunar_e_dl_opt.sctx","sc/hero_bk_lunar_dl_opt.sc","water","BarbarianKingLunarSkin",,10000,225,225,,,"BarbKing_LNY24_Deploy_SFX","Barbarian King Chess Attack",,,,"BarbKing lny24 Hit","BarbKing_LNY24_Die_SFX","King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianLNY2024","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1700;4800","0;2000;0",30,55,15,-500,22,150,"FALSE",20,100
"WinterKing","Barbarian King","FALSE","FALSE","TID_WINTER_KING","image/skin_icons/bk_otn_dl_opt.sctx","sc3d/barbking_winter_geo_dl_opt.glb","sc3d/barbking_winter_a_dl_opt.sctx","sc3d/barbking_winter_n_dl_opt.sctx","sc3d/barbking_winter_m_dl_opt.sctx",,,,"BarbarianKingWinterSkin",,10000,225,225,,,"BarbKing_Winter_Deploy_SFX","Barbarian King Attack",,,,"Barbarian King Winter Hit","BarbKing_Winter_Die_SFX","King Ability Effect",,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1700;3800","-100;1800;0",30,55,16,-550,33,200,"FALSE",20,100
"EgyptianKing","Barbarian King","FALSE","FALSE","TID_EGYPT_KING","image/skin_icons/bk_egypt_2024_dl_opt.sctx","sc3d/barbking_egypt_geo_dl_opt.glb","sc3d/barbking_egypt_a_dl_opt.sctx","sc3d/barbking_egypt_n_dl_opt.sctx","sc3d/barbking_egypt_m_dl_opt.sctx",,,,"BarbarianKingEgyptianSkin",,10000,225,225,,,"BarbKing_Egyptian_Deploy_SFX","Barbarian King Attack",,,,"Barbarian King Egypt Hit","BarbKing_Egyptian_Die_SFX","King Ability Effect",,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1700;3800","0;1800;0",30,55,15,-500,29,0,"FALSE",20,100
"SpaceKing","Barbarian King","FALSE","FALSE","TID_SPACE_KING","image/skin_icons/bk_space_2024_dl_opt.sctx","sc3d/barbking_space_geo_dl_opt.glb","sc3d/barbking_space_a_dl_opt.sctx","sc3d/barbking_space_n_dl_opt.sctx","sc3d/barbking_space_m_dl_opt.sctx","sc3d/barbking_space_e_dl_opt.sctx",,,"BarbarianKingSpaceSkin",,10000,225,225,,,"BarbKing_Space_Deploy",,,,,"Barbarian King Space Hit","BarbKing_Space_Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1700;3800","25;1800;0",30,75,15,-575,33,100,"FALSE",20,100
"SquadKing","Barbarian King","FALSE","FALSE","TID_SQUAD_KING","image/skin_icons/bk_squad_dl_opt.sctx","sc3d/barbking_squad_geo_dl_opt.glb","sc3d/barbking_squad_a_dl_opt.sctx","sc3d/barbking_squad_n_dl_opt.sctx","sc3d/barbking_squad_m_dl_opt.sctx","sc3d/barbking_squad_e_dl_opt.sctx",,,"BarbarianKingSquadSkin",,10000,225,225,,,"Barbarian King squad Deploy",,,,,"Barbarian King squad Hit","BarbKing_Squad_Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1000;3800","0;1200;0",30,50,15,-400,19,225,"FALSE",20,100
"HaalandKing","Barbarian King","FALSE","FALSE","TID_HAALAND_KING","image/skin_icons/bk_haaland_dl_opt.sctx","sc3d/barbking_haaland_geo_dl_opt.glb","sc3d/barbking_haaland_a_dl_opt.sctx","sc3d/barbking_haaland_n_dl_opt.sctx","sc3d/barbking_haaland_m_dl_opt.sctx",,,,"BarbarianKingHaalandSkin",,10000,225,225,,,"BarbKing_Haaland_Deploy","BarbKing_Haaland_Atk_VFX",,,,,"BarbKing_Haaland_Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;2000;3800","0;2000;0",30,55,15,-500,19,-500,"FALSE",20,100
"FootballKing","Barbarian King","FALSE","FALSE","TID_HAALANDCLASH_KING","image/skin_icons/bk_football_dl_opt.sctx","sc3d/barbking_haalandclash_geo_dl_opt.glb","sc3d/barbking_haalandclash_a_dl_opt.sctx","sc3d/barbking_haalandclash_n_dl_opt.sctx","sc3d/barbking_haalandclash_m_dl_opt.sctx",,,,"BarbarianKingHaalandClashSkin",,10000,225,225,,,"BarbKing_Football_Deploy","BarbKing_Football_Atk_VFX",,,,,"BarbKing_Football_Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1700;3800","-200;1800;0",30,55,15,-500,23,0,"FALSE",20,100
"WildWestKing","Barbarian King","FALSE","FALSE","TID_WILDWEST_KING","image/skin_icons/bk_wildwest_dl_opt.sctx","sc3d/barbking_wildwest_geo_dl_opt.glb","sc3d/barbking_wildwest_a_dl_opt.sctx","sc3d/barbking_wildwest_n_dl_opt.sctx","sc3d/barbking_wildwest_m_dl_opt.sctx",,,,"BarbarianKingWildWestClashSkin",,10000,225,225,,,"BarbKing_WildWest_Deploy","BarbKing_WildWest_Atk_VFX",,,,,"BarbKing_WildWest_Die","King Ability Effect",,,,,,,"horsestaff_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1700;3800","-75;1800;0",30,45,15,-550,29,0,"FALSE",20,100
"BuilderApprentice",,"TRUE","FALSE","TID_APPRENTICEBUILDER_KING","image/skin_icons/bk_original.sctx","sc3d/apprenticebuilder_default_geo.glb","sc3d/apprenticebuilder_default_a.sctx","sc3d/apprenticebuilder_default_n.sctx","sc3d/apprenticebuilder_default_m.sctx",,,,"ApprenticeBuilderSkin",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,65,"DEFAULT",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"ClashGamesKing","Barbarian King","FALSE","FALSE","TID_CLASH_GAMES_KING","image/skin_icons/bk_clashgames_dl_opt.sctx","sc3d/barbking_clash_games_geo_dl_opt.glb","sc3d/barbking_clash_games_a_dl_opt.sctx","sc3d/barbking_clash_games_n_dl_opt.sctx","sc3d/barbking_clash_games_m_dl_opt.sctx",,,,"BarbarianKingClashGamesSkin",,10000,225,225,,,"BarbKing_ClashGames24_Deploy","Barbarian King Attack",,,,,"BarbKing_ClashGames24_Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1700;3800","0;1800;0",30,55,18,-600,23,0,"FALSE",20,100
"LNY24Queen","Archer Queen","FALSE","FALSE","TID_LNY24_QUEEN","image/skin_icons/aq_lny2024_dl_opt.sctx","sc3d/archerqueen_lny24_geo_dl_opt.glb","sc3d/archerqueen_lny_a_dl_opt.sctx","sc3d/archerqueen_lny_n_dl_opt.sctx","sc3d/archerqueen_lny_m_dl_opt.sctx","sc3d/archerqueen_lny_e_dl_opt.sctx","sc/hero_bk_lunar_dl_opt.sc","water","ArcherQueenLNY24Skin",,10000,225,225,,,"ArcherQueen_LNY24_Deploy_SFX","ArcherQueen Chess Attack",,,,"Archer Queen LNY Hit","ArcherQueen_LNY24_Die_SFX","Queen Ability Effect",,,,,,,"waterUpperJaw_s","hips_s","ArcherQueenLNY24_arrow","ArcherQueenLNY24 arrow rage","ArcherQueenLNY24_arrow","ArcherLNY2024","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","75;1550;0",30,45,11,-400,19,0,"FALSE",20,100
"SpaceQueen","Archer Queen","FALSE","FALSE","TID_SPACE_QUEEN","image/skin_icons/aq_space_2024_dl_opt.sctx","sc3d/archerqueen_space_geo_dl_opt.glb","sc3d/archerqueen_space_a_dl_opt.sctx","sc3d/archerqueen_space_n_dl_opt.sctx","sc3d/archerqueen_space_m_dl_opt.sctx",,,,"ArcherQueenSpaceSkin",,10000,225,225,,,"ArcherQueen_Space_Deploy","ArcherQueen_Space_Atk",,,,,"ArcherQueen_Space_Die","Queen Ability Effect",,,,,,,"fx_weapon_s","hips_s","ArcherQueenSpace_arrow","ArcherQueenSpace_arrow_rage","ArcherQueenSpace_arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;1550;0",30,55,11,-375,19,-100,"FALSE",20,100
"EgyptianQueen","Archer Queen","FALSE","FALSE","TID_EGYPTIAN_QUEEN","image/skin_icons/aq_egypt_2024_dl_opt.sctx","sc3d/archerqueen_egyptian_geo_dl_opt.glb","sc3d/archerqueen_egyptian_a_dl_opt.sctx","sc3d/archerqueen_egyptian_n_dl_opt.sctx","sc3d/archerqueen_egyptian_m_dl_opt.sctx","sc3d/archerqueen_egyptian_e_dl_opt.sctx",,,"ArcherQueenEgyptianSkin",,10000,225,225,,,"ArcherQueen_Egypt_Deploy","ArcherQueen_Egypt_Atk_Proj",,,,,"ArcherQueen_Egypt_Die","Queen Ability Effect",,,,,,,"arrow_s","hips_s","ArcherQueenEgypt_arrow","ArcherQueenEgypt_arrow_rage","ArcherQueenEgypt_arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","75;1550;0",30,55,10,-375,19,0,"FALSE",20,100
"FootballQueen","Archer Queen","FALSE","FALSE","TID_FOOTBALL_QUEEN","image/skin_icons/aq_football_dl_opt.sctx","sc3d/archerqueen_football_geo_dl_opt.glb","sc3d/archerqueen_football_a_dl_opt.sctx","sc3d/archerqueen_football_n_dl_opt.sctx","sc3d/archerqueen_football_m_dl_opt.sctx",,,,"ArcherQueenFootballSkin",,10000,225,225,,,"ArcherQueen_Football_Deploy","ArcherQueen_Football_Atk_Proj",,,,,"ArcherQueen_Football_Die","Queen Ability Effect",,,,,,,"fx_R_toe_s","hips_s","ArcherQueen football arrow","ArcherQueen football arrow rage","ArcherQueen football arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","-25;1550;0",30,55,10,-400,19,50,"FALSE",20,100
"WildWestQueen","Archer Queen","FALSE","FALSE","TID_WILDWEST_QUEEN","image/skin_icons/aq_wildwest_dl_opt.sctx","sc3d/archerqueen_wildwest_geo_dl_opt.glb","sc3d/archerqueen_wildwest_a_dl_opt.sctx","sc3d/archerqueen_wildwest_n_dl_opt.sctx","sc3d/archerqueen_wildwest_m_dl_opt.sctx",,,,"ArcherQueenWildWestSkin",,10000,225,225,,,"ArcherQueen_WildWest_Deploy","ArcherQueen_WildWest_Atk_Proj",,,,,"ArcherQueen_WildWest_Die","Queen Ability Effect",,,,,,,"fx_gun4_s","hips_s","ArcherQueen wildwest arrow","ArcherQueen football arrow rage","ArcherQueen wildwest arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","-150;1550;0",30,55,11,-375,19,-100,"FALSE",20,100
"ClashGamesQueen","Archer Queen","FALSE","FALSE","TID_CLASH_GAMES_QUEEN","image/skin_icons/aq_clashgames_dl_opt.sctx","sc3d/archerqueen_clash_games_geo_dl_opt.glb","sc3d/archerqueen_clash_games_a_dl_opt.sctx","sc3d/archerqueen_clash_games_n_dl_opt.sctx","sc3d/archerqueen_clash_games_m_dl_opt.sctx",,,,"ArcherQueenClashGamesSkin",,10000,225,225,,,"ArcherQueen_ClashGames24_Deploy","ArcherQueen_ClashGames24_Atk_Proj",,,,,"ArcherQueen_ClashGames24_Die","Queen Ability Effect",,,,,,,"bow_s","hips_s","ArcherQueenClashGames_arrow","ArcherQueenClashGames_arrow_rage","ArcherQueenClashGames_arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;1550;0",30,55,10,-400,19,0,"FALSE",20,100
